item,option,supplier,part_number,price,multiplier,category
Jace Maintenance,JCI FX80 Initial 18 Month Maintenance for up to 5 Devices,JCI,FX-SC8D005M1-0,82.92,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 18 Month Maintenance for 10 - 25 Devices,JCI,FX-SC8D010M1-0,152.75,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 18 Month Maintenance for 25 - 99 Devices,JCI,FX-SC8D025M1-0,206.99,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 18 Month Maintenance for 100-199 Devices,JCI,FX-SC8D100M1-0,615.98,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 18 Month Maintenance for 200 Up Devices,JCI,FX-SC8D200M1-0,975.09,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 3 Year Maintenance for up to 5 Devices,JCI,FX-SC8D005M3-0,206.35,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 3 Year Maintenance for 10 - 25 Devices,JCI,FX-SC8D010M3-0,359.12,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 3 Year Maintenance for 25 - 99 Devices,JCI,FX-SC8D025M3-0,502.34,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 3 Year Maintenance for 100-199 Devices,JCI,FX-SC8D100M3-0,1603.02,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 3 Year Maintenance for 200 Up Devices,JCI,FX-SC8D200M3-0,2225.76,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 5 Year Maintenance for up to 5 Devices,JCI,FX-SC8D005M5-0,297.59,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 5 Year Maintenance for 10 - 25 Devices,JCI,FX-SC8D010M5-0,582.43,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 5 Year Maintenance for 25 - 99 Devices,JCI,FX-SC8D025M5-0,828.57,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 5 Year Maintenance for 100-199 Devices,JCI,FX-SC8D100M5-0,2472.42,1.05,Jace Maintenance
Jace Maintenance,JCI FX80 Initial 5 Year Maintenance for 200 Up Devices,JCI,FX-SC8D200M5-0,3703.06,1.05,Jace Maintenance
Jace Device Pack,WEB8000 Add 10 Devices/500 Points,Honeywell,DEVICE-10,760.4,1.045,Jace Device Pack
Jace Device Pack,WEB8000 Add 25 Devices/1250 Points,Honeywell,DEVICE-25,1287.39,1.045,Jace Device Pack
Jace Device Pack,WEB8000 Add 50 Devices/2500 Points,Honeywell,DEVICE-50,2405.2,1.045,Jace Device Pack
Jace Device Pack,WEB8000 Add 10 Devices/500 Pts Upgrade,Honeywell,DEVICE-UP-10 - Discontinued,0.0,1.045,Jace Device Pack
Jace Device Pack,WEB8000 Add 25 Devices/1250 Pts Upgrade,Honeywell,DEVICE-UP-25 - Discontinued,0.0,1.045,Jace Device Pack
Jace Device Pack,WEB8000 Add 50 Devices/2500 Pts Upgrade,Honeywell,DEVICE-UP-50 - Discontinued,0.0,1.045,Jace Device Pack
Jace Device Pack,JCI FX80 Initial 10 Device Add,JCI,FX-SC8DL10-0,813.82,1.05,Jace Device Pack
Jace Device Pack,JCI FX80 Initial 25 Device Add,JCI,FX-SC8DL25-0,1350.0,1.05,Jace Device Pack
Jace Device Pack,JCI FX80 50 Device Add,JCI,FX-SC8DL50-0,2649.5,1.05,Jace Device Pack
Nametags,,,,5.0,1.0,Nametags
Panel - Enclosure w Subpanel,Nema-1 Small,Kele,RET1-181207BT-P,345.85,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Nema-1 Medium,Kele,RET1-262007BT-P,436.83,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Nema-1 Large,Kele,RET1-362607PB-P,823.71,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Nema-1 X-Large,Kele,A-42N3609-P,1667.99,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Nema-4 Small,Kele,A-16H16ALP-P,717.37,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Nema-4 Medium,Kele,A-24H24ALP-P,1124.58,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Nema-4 Large,Kele,CSD423610-PF,1512.98,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Nema-12 Small,Kele,A-161606LP-P,677.78,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Nema-12 Medium,Kele,A-242408LP-P,979.91,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Nema-12 Large,Kele,A-362408LP-P,1306.19,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Micro Spyder Enclosure,Honeywell,WB10707 - Discontinued,0.0,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,One Hole Pushbutton/PL Enclosure,Kele,E1PBG,114.33,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Two Hole Pushbutton/PL Enclosure,Kele,E2PBG,131.35,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Three Hole Pushbutton/PL Enclosure,Kele,E3PBG,150.96,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Four Hole Pushbutton/PL Enclosure,Kele,E4PBG,164.28,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Small Nema-1 Enclosure,ALPS,SCE14N1206LP,107.51,1.0,Panel - Enclosure w Subpanel
Panel - Enclosure w Subpanel,Outdoor Aspirator Cabinet - Needs 24VDC,Kele,A21,398.46,1.0,Panel - Enclosure w Subpanel
Pilot Light,Pilot Light - Green,Kele,APW299D-G-24,46.65,1.0,Pilot Light
Pilot Light,Pilot Light - Red,Kele,APW299D-R-24,46.65,1.0,Pilot Light
Pilot Light,Pilot Light - Amber,Kele,APW299D-A-24,46.65,1.0,Pilot Light
Pneumatic,Electronic Pressure Transducer,Kele,EP-313-020,178.79,1.0,Pneumatic
Pneumatic,Solenoid Air Valve - 24V,ALPS,V11HGA-100,277.27,1.0,Pneumatic
Pneumatic,Solenoid Air Valve - 120V,ALPS,V11HAA-100,260.34,1.0,Pneumatic
Pneumatic,Pressure Electric Switch,ALPS,P10BC-7C,123.75,1.0,Pneumatic
Power Supply,24VDC Panel Mounted - 1.3 A,ALPS,PS5R-VB24,50.96,1.0,Power Supply
Power Supply,24VDC Field Mounted - 250 mA,Kele,DCP-250-H,73.08,1.0,Power Supply
Power Supply,24VDC 150 Watt - 6.5 Amp,ALPS,M-600400,632.65,1.0,Power Supply
Power Supply,Phoenix 30W 24V,Broudy,2902991,23.05,1.0,Power Supply
Power Supply,Phoenix 60W 24V,Broudy,2902992,55.08,1.0,Power Supply
Power Supply,Phoenix 100W 24V,Broudy,2902993,87.64,1.0,Power Supply
Power Supply,Phoenix 90W 24V,Broudy,2904371,99.86,1.0,Power Supply
Power Supply,Phoenix 2.5A 24V,Broudy,2904598,100.45,1.0,Power Supply
Power Supply,Phoenix 150W 24V,Broudy,2904376,31.07,1.0,Power Supply
Power Supply,Phoenix Surge Protector,Broudy,2907918,181.05,1.0,Power Supply
Power Supply,Phoenix 24VDC UPS,Broudy,2905907,316.2,1.0,Power Supply
Press Transmitter,High Static Limit Switch,ALPS,1900-5-MR,111.93,1.0,Press Transmitter
Press Transmitter,Duct Static Air,ALPS,PX3DXX02,130.12,1.0,Press Transmitter
Press Transmitter,0 - 50 PSI Wet,ALPS,PG05AM,228.2,1.0,Press Transmitter
Press Transmitter,0 - 50 PSI Wet with Display,Kele,GC51-50,1397.22,1.0,Press Transmitter
Press Transmitter,"Diff, Wet-Wet",ALPS,PWLX04S,399.25,1.0,Press Transmitter
Press Transmitter,3 Valve Manifold,ALPS,AA14A,321.32,1.0,Press Transmitter
Press Transmitter,Steam Pigtail,Kele,PT,13.27,1.0,Press Transmitter
Press Transmitter,0-50 PSI with 2 Remote Sensors w 10' cables,ALPS,PWRLX03S010,592.31,1.0,Press Transmitter
Press Transmitter,0-100 PSI with 2 Remote Sensors w 10' cables,ALPS,PWRLX04S010,592.31,1.0,Press Transmitter
Press Transmitter,0-250 PSI with 2 Remote Sensors w 10' cables,ALPS,PWRLX05S010,592.31,1.0,Press Transmitter
Press Transmitter,Setra Space Pressure - Analog out,Kele,26410R5WB11A1C,282.25,1.0,Press Transmitter
Press Transmitter,Setra Low DP Pressure - Analog out,Kele,2691-001WB,1397.66,1.0,Press Transmitter
Press Transmitter,Setra 1 Room Monitor - Voltage out,Kele,SRPM-0R1WB-A1-V,1976.64,1.0,Press Transmitter
Press Transmitter,Setra 1 Room Monitor - BACNet,Kele,SRPM-0R1WB-A2-E,1967.07,1.0,Press Transmitter
Press Transmitter,Setra Remote Annunciator,ALPS,SRAN,249.92,1.0,Press Transmitter
Press Transmitter,Setra FLEX Room Monitor,ALPS,FLEXNNNNNRM7SN,2464.45,1.0,Press Transmitter
Press Transmitter,Pressura 1 Room Monitor - BACNet,Pressura,RPM10,1972.45,1.0,Press Transmitter
Press Transmitter,Pressura 2 Rm + Ante Rm Monitor - BACNET,Pressura,RPM20,2322.65,1.0,Press Transmitter
Press Transmitter,Pressura RPM20 Remote Monitor - Up to 2 Additional for RPM20,Pressura,800243,618.0,1.0,Press Transmitter
Press Transmitter,Pressura 2 Rm + Ante Rm Monitor - LON,Pressura,RPM20-LON,2914.9,1.0,Press Transmitter
Press Transmitter,Pressura 1 Room Controller - BACNet,Pressura,RPC30,3203.3,1.0,Press Transmitter
Press Transmitter,Pressura 1 Room Controller - LON,Pressura,RPC30-LON,3780.1,1.0,Press Transmitter
Press Transmitter,Pressura Nurses Station Monitor for 8 Sensors,Pressura,NSD8,2693.45,1.0,Press Transmitter
Press Transmitter,Iso-Tek Space Pressure,Iso-Tek,SPM-2000,0.0,1.0,Press Transmitter
Press Transmitter,Iso-Tek Monitor Setup Tool,Iso-Tek,SPM-7000,0.0,1.0,Press Transmitter
Press Transmitter,Triatek Bacnet Space Pressure,Triatek,FMS-1655,0.0,1.0,Press Transmitter
Push button,Extended Head,ALPS,ABW-211,22.11,1.0,Push button
Push button,Flush Head,ALPS,ABW-111,19.32,1.0,Push button
Horn/Strobe,Red Indoor,Kele,869STR-R-AQ,395.1,1.0,Horn/Strobe
Horn/Strobe,Red Outdoor,Kele,868STR-R-AQ,516.35,1.0,Horn/Strobe
Horn/Strobe,Sonalert 24VAC/DC Horn Only,Kele,SC628A,55.68,1.0,Horn/Strobe
Horn/Strobe,White Horn and Strobe,Kele,P2WLED-P,172.26,1.0,Horn/Strobe
Horn/Strobe,"Tower Light - Green/Amber/Red with Horn, 24VAC/DC",Kele,WTL-50P1-MCDGDAFRFS3,351.05,1.0,Horn/Strobe
Relay,24VAC SPDT with Base,Kele,RH1B-UAC24 + SH1B-05,6.949999999999999,1.0,Relay
Relay,24VAC DPDT with Base,Kele,RH2B-UAC24 + SH2B-05,8.120000000000001,1.0,Relay
Relay,24VAC DPDT w OR/LED & Base,Kele,KIT-782XBXM4L-24A,33.27,1.0,Relay
Relay,RIB Pilot Relay,Broudy,RIBU1C,14.36,1.0,Relay
Relay,RIB Pilot Relay with HOA,Broudy,RIBU1S,30.01,1.0,Relay
Relay,RIB Power Relay DPDT,Broudy,RIB24P,63.98,1.0,Relay
Relay,"RIB Power Relay, HOA, SPST",Broudy,RIB2402SB,37.5,1.0,Relay
Relay,RIB BACnet SPDT Relay with 1 Input - Needs 24VAC,Broudy,RIBTW2401B-BC,113.99,1.0,Relay
Refrigerant Monitor,"Sherlock Refrigerant Monitor Panel, MODBUS & A/O KIT SHLK404",Sherlock,88-0759-00,3213.61,1.0,Refrigerant Monitor
Refrigerant Monitor,Sherlock R-123 Room Sensor IR SNR R-123,Sherlock,60-0137-01,1427.14,1.0,Refrigerant Monitor
Refrigerant Monitor,Sherlock R-513A Room Sensor IR SNR R-513A,Sherlock,60-0542-01,1261.61,1.0,Refrigerant Monitor
Refrigerant Monitor,Sherlock Blue Alarm Strobe,Sherlock,88-0233-00,267.3,1.0,Refrigerant Monitor
Refrigerant Monitor,Belimo Refrigerant Gas Detector w CANbus for accessories below,Broudy,22G21-5C,1945.1,1.0,Refrigerant Monitor
Refrigerant Monitor,Belimo Audible Alarm,Broudy,A-22G-A16,312.17,1.0,Refrigerant Monitor
Refrigerant Monitor,Belimo Visual Alarm,Broudy,A-22G-A15,143.22,1.0,Refrigerant Monitor
Refrigerant Monitor,Belimo Relay Module w 4 SPDT Relays,Broudy,C-22G-5B,181.04,1.0,Refrigerant Monitor
Refrigerant Monitor,"Belimo Communication Module, 2 Relays, BACnet, CANbus",Broudy,C-22G-5B,256.06,1.0,Refrigerant Monitor
Refrigerant Monitor,"Sen Tech 1, 2 or 3 Zone Refrigerant Monitor",Sen Tech,"IR-SNIF1,2,3",2182.0,1.0,Refrigerant Monitor
Refrigerant Monitor,Sen Tech 4 Zone Refrigerant Monitor,Sen Tech,MCD4,4677.0,1.0,Refrigerant Monitor
Refrigerant Monitor,Sen Tech Combo Horn Strobe,Sen Tech,ACC020,164.0,1.0,Refrigerant Monitor
Refrigerant Monitor,"Refrigerant Sensor, R134A w Alarm Horn,1 Relay and 1 AO",Kele,RLD-134A,1292.39,1.0,Refrigerant Monitor
SensePoint Gas Detection,CO Modbus w/ Relay,ALPS,SPLCC1BMRCXNZZ,968.53,1.0,SensePoint Gas Detection
SensePoint Gas Detection,CO Modbus w/o Relay,ALPS,SPLCC1BMXCXNZZ,828.51,1.0,SensePoint Gas Detection
SensePoint Gas Detection,CO 4-20mA w/ Relay,ALPS,SPLCC1BARCXCXNZZ,808.65,1.0,SensePoint Gas Detection
SensePoint Gas Detection,CO 4-20mA w/o Relay,ALPS,SPLCC1BAXCXNZZ,808.65,1.0,SensePoint Gas Detection
SensePoint Gas Detection,NO2 Modbus w/ Relay,ALPS,SPLCN1BMRCXNZZ,968.53,1.0,SensePoint Gas Detection
SensePoint Gas Detection,NO2 Modbus w/o Relay,ALPS,SPLCNN1BMXCXNZZ,828.51,1.0,SensePoint Gas Detection
SensePoint Gas Detection,NO2 4-20mA w/ Relay,ALPS,SPLCN1BARCXNZZ,968.53,1.0,SensePoint Gas Detection
SensePoint Gas Detection,NO2 4-20mA w/o Relay,Kele,SPLCN1BAXCXNZZ,1258.46,1.0,SensePoint Gas Detection
SensePoint Gas Detection,CO and NO2 Modbus Bundle,Kele,SPLCONO2-BNDL-MB,2333.76,1.0,SensePoint Gas Detection
SensePoint Gas Detection,CO and NO2 4-20mA Bundle,Kele,SPLCONO2-BNDL-MA,2077.13,1.0,SensePoint Gas Detection
Switch,2 Position,Kele,ASW-210,25.15,1.0,Switch
Switch,3 Position,Kele,ASW-320,25.54,1.0,Switch
Switch,Smoke Dmpr Disconnect with PL,Kele,PDK-L,76.56,1.0,Switch
Switch,Door Switch,,,25.0,1.0,Switch
Switch,Overhead Door Switch,Kele,MET-44WG-18,25.04,1.0,Switch
Switch,Air Flow Switch,Kele,AFS-222,36.0,1.0,Switch
System Supervisor,Small - AX 3 Stations,Honeywell,WEB-S-AX-3-O,0.0,1.045,System Supervisor
System Supervisor,Medium - AX 100 Stations,Honeywell,WEB-S-AX-100-O,0.0,1.045,System Supervisor
System Supervisor,Large - AX Unlimited,Honeywell,WEB-S-AX-UNL-O,0.0,1.045,System Supervisor
System Supervisor,N4 Supervisor-for 0 Network - (SoftJace),Honeywell,WEB-S-0-N4,565.25,1.045,System Supervisor
System Supervisor,N4 Supervisor for 1 Network,Honeywell,WEB-S-1-N4,776.81,1.045,System Supervisor
System Supervisor,N4 Supervisor for 2 Network,Honeywell,WEB-S-2-N4,926.34,1.045,System Supervisor
System Supervisor,N4 Supervisor for 3 Network,Honeywell,WEB-S-3-N4,1088.63,1.045,System Supervisor
System Supervisor,N4 Supervisor for 10 Network,Honeywell,WEB-S-10-N4,2478.14,1.045,System Supervisor
System Supervisor,N4 Supervisor for 100 Network,Honeywell,WEB-S-100-N4,3674.35,1.045,System Supervisor
System Supervisor,N4 Supervisor Unlimited,Honeywell,WEB-S-UNL-N4,7536.53,1.045,System Supervisor
System Supervisor,N4 Add 1 Network Connectin,Honeywell,SUP-UP-1,282.64,1.045,System Supervisor
System Supervisor,N4 Add 100 Network Connectin,Honeywell,SUP-UP-100,3915.05,1.045,System Supervisor
System Supervisor,N4 Upgrades Supervisor 100 to Unlimited,Honeywell,SUP-UP-UNL,4219.58,1.045,System Supervisor
System Supervisor,JCI FX80 Server - 0 Network License,JCI,FX-SL000-0,650.88,1.05,System Supervisor
System Supervisor,JCI FX80 Server - 1 Network License,JCI,FX-SL001-0,808.87,1.05,System Supervisor
System Supervisor,JCI FX80 Server - 2 Network License,JCI,FX-SL002-0,965.99,1.05,System Supervisor
System Supervisor,JCI FX80 Server - 3 Network License,JCI,FX-SL003-0,1258.35,1.05,System Supervisor
System Supervisor,JCI FX80 Server - 10 Network License,JCI,FX-SL010-0,2867.83,1.05,System Supervisor
System Supervisor,JCI FX80 Server - 100 Network License,JCI,FX-SL100-0,4255.85,1.05,System Supervisor
System Supervisor,JCI FX80 Server - Unlimited Network Licenses,JCI,FX-SLUNL-0,7850.87,1.05,System Supervisor
System Supervisor,JCI FX80 Server Add 1 Device License,JCI,FX-SLU001-6,301.19,1.05,System Supervisor
System Supervisor,JCI FX80 Server Add 10 Device License,JCI,FX-SLDL010-0,1183.04,1.05,System Supervisor
System Supervisor,JCI FX80 Server Add 25 Device License,JCI,FX-SLDL025-0,1851.17,1.05,System Supervisor
System Supervisor,JCI FX80 Server Add 50 Device License,JCI,FX-SLDL050-0,2779.0,1.05,System Supervisor
System Supervisor,JCI FX80 Server Add 100 Device License,JCI,FX-SLDL100-0,4163.09,1.05,System Supervisor
System Supervisor,JCI FX80 Server Add 200 Device License,JCI,FX-SLDL200-0,5799.5,1.05,System Supervisor
N4 System Supervisor Device Pack,N4 Supervisor (10) Field Device Pack,Honeywell,SUP-DEVICE-10,979.22,1.045,N
N4 System Supervisor Device Pack,N4 Supervisor (25) Field Device Pack,Honeywell,SUP-DEVICE-25,1531.74,1.045,N
N4 System Supervisor Device Pack,N4 Supervisor (50) Field Device Pack,Honeywell,SUP-DEVICE-50,2556.55,1.045,N
N4 System Supervisor Device Pack,N4 Supervisor (100) Field Device Pack,Honeywell,SUP-DEVICE-100,3413.59,1.045,N
N4 System Supervisor Device Pack,N4 Supervisor (200) Field Device Pack,Honeywell,SUP-DEVICE-200,4746.57,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 0 Initial 18 Month Maintenance,Honeywell,SUP-0-SMA-INIT,120.23,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 1 Initial 18 Month Maintenance,Honeywell,SUP-1-SMA-INIT,185.16,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 2 Initial 18 Month Maintenance,Honeywell,SUP-2-SMA-INIT,218.82,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 3 Initial 18 Month Maintenance,Honeywell,SUP-3-SMA-INIT,257.3,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 10 Initial 18 Month Maintenance,Honeywell,SUP-10-SMA-INIT,521.81,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 100 Initial 18 Month Maintenance,Honeywell,SUP-100-SMA-INIT,774.31,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor Unlimited Initial 18 Month Maintenance,Honeywell,SUP-UNL-SMA-INIT,1324.57,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 0 Additional 1 Year Maintenance,Honeywell,SUP-0-SMA-1YR,144.28,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 0 Additional 3 Year Maintenance,Honeywell,SUP-0-SMA-3YR,315.01,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 0 Additional 5 Year Maintenance,Honeywell,SUP-0-SMA-5YR,403.98,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 1 Additional 1 Year Maintenance,Honeywell,SUP-1-SMA-1YR,154.3,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 1 Additional 3 Year Maintenance,Honeywell,SUP-1-SMA-3YR,399.18,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 1 Additional 5 Year Maintenance,Honeywell,SUP-1-SMA-5YR,512.2,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 2 Additional 1 Year Maintenance,Honeywell,SUP-2-SMA-1YR,218.82,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 2 Additional 3 Year Maintenance,Honeywell,SUP-2-SMA-3YR,476.12,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 2 Additional 5 Year Maintenance,Honeywell,SUP-2-SMA-5YR,610.78,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 3 Additional 1 Year Maintenance,Honeywell,SUP-3-SMA-1YR,257.3,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 3 Additional 3 Year Maintenance,Honeywell,SUP-3-SMA-3YR,560.29,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 3 Additional 5 Year Maintenance,Honeywell,SUP-3-SMA-5YR,719.0,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 10 Additional 1 Year Maintenance,Honeywell,SUP-10-SMA-1YR,512.81,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 10 Additional 3 Year Maintenance,Honeywell,SUP-10-SMA-3YR,1274.48,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 10 Additional 5 Year Maintenance,Honeywell,SUP-10-SMA-5YR,1635.18,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 100 Additional 1 Year Maintenance,Honeywell,SUP-100-SMA-1YR,774.31,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 100 Additional 3 Year Maintenance,Honeywell,SUP-100-SMA-3YR,1890.08,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor 100 Additional 5 Year Maintenance,Honeywell,SUP-100-SMA-5YR,2423.91,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor Unlimited Additional 1 Year Maintenance,Honeywell,SUP-UNL-SMA-1YR,1589.49,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor Unlimited Additional 3 Year Maintenance,Honeywell,SUP-UNL-SMA-3YR,3876.34,1.045,N
N4 System Supervisor Maintenance,N4 Supervisor Unlimited Additional 5 Year Maintenance,Honeywell,SUP-UNL-SMA-5YR,4970.46,1.045,N
Controller,"Spyder 5 w 4AO, 4UI, 0BI, 4 Relay BO, 2 Triac BO, w TC",Honeywell,WEB-RS5N,415.45,1.045,Controller
Controller,"Spyder 6 w 6AO, 10UI, 0BI, 4 Relay BO, 4 Triac BO, w TC",Honeywell,WEB-RL6N,587.84,1.045,Controller
Controller,Spyder Unitary 6438 wo Act or VP,Honeywell,PUL6438S,512.04,1.045,Controller
Controller,Spyder Relay 6438 wo Act or VP for SIO,Honeywell,PUL6438SR,564.56,1.045,Controller
Controller,Spyder VAV 4024 w VP No Act,Honeywell,PVL4024NS,361.05,1.045,Controller
Controller,Spyder Unitary 4024 wo Act or VP,Honeywell,PUL4024S,338.23,1.045,Controller
Controller,Spyder Unitary 1012 wo Act or VP,Honeywell,PUL1012S,256.02,1.045,Controller
Controller,Spyder VAV 0000 w Act & VP,Honeywell,PVL0000AS,301.97,1.045,Controller
Controller,Spyder VAV 4022 w Act & VP,Honeywell,PVL4022AS,387.31,1.045,Controller
Controller,Spyder VAV 6436 w Act & VP,Honeywell,PVL6436AS,544.86,1.045,Controller
Controller,Spyder VAV 6438 w VP No Act,Honeywell,PVL6438NS,620.51,1.045,Controller
Controller,Stryker VAV 4022 w Act & VP,Honeywell,CVL4022AS-VAV1,325.1,1.045,Controller
Controller,Stryker VAV 4024 wo Act,Honeywell,CVL4024NS-VAV1,298.85,1.045,Controller
Controller,Stryker AHU Controller,Honeywell,CUL6438SR-CV1,420.14,1.045,Controller
Controller,Stryker BACNet Lighting Controller,Honeywell,CLB6438S - Discontinued,,1.045,Controller
Controller,Stryker BACNet VAV 4022 w Act & VP,Honeywell,CVB4022AS-VAV1,303.85,1.045,Controller
Controller,Stryker BACNet VAV 4024 wo Act,Honeywell,CVB4024NS-VAV1,266.71,1.045,Controller
Controller,Spyder BACNet 6438 wo Act or VP,Honeywell,PUB6438S,604.64,1.045,Controller
Controller,Spyder BACNet 6438 wo Act or VP for SIO,Honeywell,PUB6438SR,593.65,1.045,Controller
Controller,Spyder BACNet 4024 wo Act or VP,Honeywell,PUB4024S,320.73,1.045,Controller
Controller,Spyder BACNet 1012 wo Act or VP,Honeywell,PUB1012S,232.95,1.045,Controller
Controller,Spyder BACNet VAV 0000AS w Act & VP,Honeywell,PVB0000AS,261.65,1.045,Controller
Controller,Spyder BACNet VAV 4022AS w Act & VP,Honeywell,PVB4022AS,357.62,1.045,Controller
Controller,Spyder BACNet VAV 4024NS w VP No Act,Honeywell,PVB4024NS,311.35,1.045,Controller
Controller,Spyder BACNet VAV 6436AS w Act & VP,Honeywell,PVB6436AS,496.72,1.045,Controller
Controller,Spyder BACNet VAV 6438NS w VP No Act,Honeywell,PVB6438NS,470.15,1.045,Controller
Controller,"Spyder 7 BACNet or IP VAV Controller w Act & VP, 7 Univ IO, 5 BO",Honeywell,WEB-VA75IB24NM,265.4,1.045,Controller
Controller,"Spyder 7 BACNet or IP VAV Controller w Act & VP, 7 Univ IO, 5 BO BLE",Honeywell,WEB-VA75MB24NM,265.4,1.045,Controller
Controller,"CIPer 10 Controller, 5 UI, 2 AO, 3 DO",Honeywell,EDGE-10,483.23,1.045,Controller
Controller,"CIPer 30 Controller, 3 UI, 3 AO, 6 DO",Honeywell,WEB-C3036EPUBNH,790.53,1.045,Controller
Controller,CIPer 30 VAV Controller - No Actuator,Honeywell,WEB-C3036EPVBNH,738.05,1.045,Controller
Controller,CIPer 50 Plant Controller wo Display ,Honeywell,WEB-EHSERIESNX26ND,1291.63,1.045,Controller
Controller,CIPer 50 Plant Controller with Display,Honeywell,WEB-EHSERIESNX26D,1451.67,1.045,Controller
Controller,"Optimizer BACnet IP,8UIO's,4SSR's,4Relay, Sylk&Modbus RTU",Honeywell,UN-RS0844ES24NMC,286.97,1.045,Controller
Controller,"Optimizer BACnet T1L,8UIO's,4SSR's,4Relay, Sylk&Modbus RTU",Honeywell,UN-RS0844TS24NMC,300.47,1.045,Controller
Controller,"Optimizer BACnet MSTP,8UIO's,4SSR's,4Relay, Sylk&Modbus RTU",Honeywell,UN-RS0844MS24NMC,249.83,1.045,Controller
Controller,"Optimizer BACnet IP,16UIO's,4SSR's,4Relay, Sylk&Modbus RTU",Honeywell,UN-RL1644ES24NMC,584.69,1.045,Controller
Controller,"Optimizer BACnet T1L,16UIO's,4SSR's,4Relay, Sylk&Modbus RTU",Honeywell,UN-RL1644TS24NMC,591.69,1.045,Controller
Controller,"Optimizer BACnet MSTP,16UIO's,4SSR's,4Relay, Sylk&Modbus RTU",Honeywell,UN-RL1644MS24NMC,549.68,1.045,Controller
Controller,"Optimizer BACnet MSTP VAV Cntr w Act & VP, Bluetooth, 7 UIO, 5 SSR",Honeywell,VAA-VA75MB24NMC,269.24,1.045,Controller
Controller,"Optimizer IP VAV Cntr w Act & VP, Bluetooth, 7 UIO, 5 SSR",Honeywell,VAA-VA75IB24NMC ,269.24,1.045,Controller
Controller,"Optimizer T1L VAV Cntr w Act & VP, Bluetooth, 7 UIO, 5 SSR",Honeywell,VAA-VA75T24NMC ,281.96,1.045,Controller
Controller,IP to T1L media adapter converts 10BASE-T to 10BASE-T1L,Honeywell,10BASE-T1L-ADAPT,201.14,1.045,Controller
